country,state,style,name,brewery
United States,Texas,Russian Imperial Stout,Anniversary Ale XV,Real Ale Brewing Company
United States,Missouri,American Blonde Ale,Beach Bum Blonde Ale,Anheuser-Busch
United States,Illinois,American Pale Ale (APA),Goose Summer Ale,Goose Island Beer Co.
United States,California,American Amber / Red Ale,Chronic Ale,Pizza Port Solana Beach
United States,Maine,American Dark Wheat Ale,Peak Organic Winter Session Ale,Peak Organic Brewing Company
United States,Texas,American Porter,Coffee Porter,Real Ale Brewing Company
United States,Oregon,American Amber / Red Ale,MacTarnahan's Amber Ale,Portland Brewing Company
United States,California,English Pale Ale,Unfiltered Double Barrel Ale,Firestone Walker Brewing Co.
United States,New York,American Brown Ale,Reunion Ale '12,Shmaltz Brewing Company
United States,California,American Pale Ale (APA),Citra Pale Ale,El Segundo Brewing Company
United States,Massachusetts,Saison / Farmhouse Ale,Celia Saison,Ipswich Ale Brewery
United States,Massachusetts,Fruit / Vegetable Beer,LongShot Grape Pale Ale,Boston Beer Company (Samuel Adams)
United States,Ohio,American Pale Ale (APA),Columbus Pale Ale,Columbus Brewing Company
United States,California,American Strong Ale,Firestone 11 - Anniversary Ale,Firestone Walker Brewing Co.
United States,Wisconsin,Smoked Beer,Unplugged Smoked Rye Ale,New Glarus Brewing Company
United States,Washington,American Pale Ale (APA),Cowiche Canyon Organic Fresh Hop Ale,Fremont Brewing Company
United States,New Hampshire,American Pale Ale (APA),Moat Iron Mike Pale Ale,Moat Mountain Smoke House & Brewing Co.
United States,Connecticut,American Blonde Ale,Thomas Hooker Blonde Ale,Thomas Hooker Brewing Company
United States,Connecticut,Scottish Ale,Ten Penny Ale,The Olde Burnside Brewing Company
United States,New York,Kölsch,Dundee Kolsch Style Ale,Genesee Brewing Co. / Dundee Brewing Co.
United States,Wisconsin,American Amber / Red Ale,Ouisconsing Red Ale,Central Waters Brewing Co.
United States,Maine,Braggot,Brother Adam's Bragget Ale,Atlantic Brewing Company / Mainely Meat BBQ
United States,Michigan,English Pale Ale,Arcadia Angler's Ale,Arcadia Brewing Company
United States,Wisconsin,Scottish Ale,Sláinte Scottish Style Ale,Central Waters Brewing Co.
United States,Nebraska,English Brown Ale,Brunette Nut Brown Ale,Nebraska Brewing Company
United States,Maryland,Saison / Farmhouse Ale,Autumnal,Stillwater Artisanal Ales
United States,Wisconsin,Fruit / Vegetable Beer,Redd's Strawberry Ale,Miller Brewing Co.
United States,Colorado,Saison / Farmhouse Ale,Avery Anniversary Ale - Sixteen,Avery Brewing Company
United States,Oregon,American Barleywine,New Crustacean,Rogue Ales
United States,Vermont,American Pale Ale (APA),Mosaic Pale Ale,Hill Farmstead Brewery
United States,Colorado,Belgian Strong Dark Ale,Avery Anniversary Ale - Fourteen,Avery Brewing Company
United States,Kansas,Altbier,Ad Astra Ale,Free State Brewing Co.
United States,New Hampshire,American IPA,White Birch Hop Session Ale,White Birch Brewing
United States,Vermont,American Pale Ale (APA),Otter Creek Pale Ale,Otter Creek Brewing / Wolaver's
United States,California,American Strong Ale,Barmy Ale,Ballast Point Brewing Company
United States,Wisconsin,American Pale Ale (APA),Cream City Pale Ale,"Lakefront Brewery, Inc."
United States,Iowa,American Pale Ale (APA),Tsunami Pale Ale,Toppling Goliath Brewing Company
United States,California,American Brown Ale,Stone 8th Anniversary Ale,Stone Brewing
United States,Illinois,Herbed / Spiced Beer,Not Your Father's Ginger Ale,Small Town Brewery
United States,Michigan,American Double / Imperial Stout,Hazel's Nuts,Odd Side Ales
United States,Iowa,American IPA,Millstream Iowa Pale Ale,Millstream Brewing Company
United States,New Hampshire,Fruit / Vegetable Beer,Smuttynose Hanami Ale,Smuttynose Brewing Company
United States,Colorado,English Brown Ale,Buster Nut Brown Ale,Ska Brewing Co.
United States,New York,American Wild Ale,Psychokinesis,Grimm Artisanal Ales
United States,Massachusetts,English Pale Ale,Wachusett Country Pale Ale,Wachusett Brewing Company
United States,Indiana,American Pale Ale (APA),Helios Pale Ale,Upland Brewing Company
United States,Colorado,Weizenbock,Avery Anniversary Ale - Thirteen,Avery Brewing Company
United States,New York,American Double / Imperial Stout,Double Negative (Bourbon Barrel-Aged),Grimm Artisanal Ales
United States,Alabama,Milk / Sweet Stout,Lily Flagg Milk Stout,Straight To Ale
United States,California,American Double / Imperial Stout,Beer Geek Speedway Imperial Oatmeal Stout (With Kopi Luwak Coffee),AleSmith Brewing Company
United States,New York,American Pale Ale (APA),Blood Orange Pale Ale,Great South Bay Brewery
United States,New Hampshire,English Brown Ale,Redhook Mudslinger Brown Ale,Redhook Ale Brewery
United States,Maryland,American Pale Ale (APA),Primal Pale Ale,Evolution Craft Brewing Company
United States,Ohio,Saison / Farmhouse Ale,Great Lakes Grassroots Ale,Great Lakes Brewing Co.
United States,California,Dubbel,Siamese Twin Ale,Uncommon Brewers
United States,South Carolina,American Pale Ale (APA),Patriot Pale Ale,RJ Rockers Brewing Company
United States,Missouri,English Barleywine,Vermilion Barleywine,Perennial Artisan Ales
United States,Texas,American Black Ale,Blakkr,Real Ale Brewing Company
United States,Wisconsin,American IPA,Bubblejack India Pale Ale,Rush River Brewing Company
United States,Oregon,German Pilsener,Über Pils,Rogue Ales
United States,Michigan,American Stout,Java Chip Mint Stout,Odd Side Ales
United States,New York,American Double / Imperial Pilsner,Farmer's Tan Imperial Pale Lager,Southern Tier Brewing Company
United States,Wisconsin,Scotch Ale / Wee Heavy,Pipers Scotch-Style Ale,Sprecher Brewing Company
United States,California,Gueuze,Batch 50: Grand Funk Ale Road,The Bruery
United States,Massachusetts,Old Ale,LongShot Old Ale,Boston Beer Company (Samuel Adams)
United States,Massachusetts,English Barleywine,Harpoon Leviathan - Barleywine Style Ale,Harpoon Brewery & Beer Hall
United States,Oregon,American Brown Ale,John John Hazelnut (Rum Barrel Aged),Rogue Ales
United States,New York,American Double / Imperial IPA,10th Anniversary Double India Pale Ale,"Middle Ages Brewing Co., Ltd."
United States,Michigan,American Pale Lager,Short's Beard Of Zeus India Style Pale Lager,Short's Brewing Company
United States,Kansas,American Pale Ale (APA),Copperhead Pale Ale,Free State Brewing Co.
United States,Oregon,American Pale Ale (APA),Radiant Summer Ale,Ninkasi Brewing Company
United States,Oregon,Flanders Red Ale,Far West Vlaming,Logsdon Farmhouse Ales
United States,California,Fruit / Vegetable Beer,Honey Raspberry Ale,Spanish Peaks Brewing Co.
United States,Colorado,Scottish Ale,Laughing Lab Scottish-Style Ale,Bristol Brewing Company
United States,Illinois,American Brown Ale,Goose Winter Ale,Goose Island Beer Co.
United States,Alaska,American Brown Ale,Kodiak Brown Ale,Midnight Sun Brewing Co.
United States,New Mexico,American Amber / Red Ale,Marble Red Ale,Marble Brewery
United States,Maine,Pumpkin Ale,Kennebunkport Pumpkin Ale,Federal Jack's Restaurant & Brew Pub
United States,California,American IPA,831 IPA,Sante Adairius Rustic Ales
United States,California,American Double / Imperial IPA,Galaxy Showers,Noble Ale Works
United States,Maine,English Barleywine,Shipyard Double Old Thumper Ale,Shipyard Brewing Co.
United States,Indiana,American Pale Ale (APA),Walkabout Pale Ale,Flat 12 Bierwerks
United States,Wyoming,American Pale Ale (APA),Snake River Pale Ale,Snake River Brewing Company & Brewpub
United States,New Hampshire,English Brown Ale,Redhook Nut Brown,Redhook Ale Brewery
United States,Missouri,Gose,Suburban Beverage,Perennial Artisan Ales
United States,Maryland,American Double / Imperial Stout,Stillwater / Casita Cerveceria - On Fleek,Stillwater Artisanal Ales
United States,North Carolina,American Double / Imperial IPA,Terra Locale Series - Lusus Naturae,Wicked Weed Brewing
United States,New York,Fruit / Vegetable Beer,Saranac Blueberry Blonde Ale,Matt Brewing Company / Saranac Brewery
United States,Oregon,Cream Ale,Kiwanda Cream Ale,Pelican Pub & Brewery
United States,California,American Brown Ale,Mission St. Brown Ale,Steinhaus Brewing Co.
United States,Colorado,American Amber / Red Ale,Redpoint Ale,Avery Brewing Company
United States,Minnesota,American Porter,Black Ale,Bent Paddle Brewing Co.
United States,Minnesota,Rye Beer,Rye Wyne Ale,Brau Brothers Brewing Co. LLC
United States,California,Belgian Strong Dark Ale,Trader Joe's 2010 Vintage Ale,Trader Joe's Brewing Company
United States,Colorado,American Pale Ale (APA),Pale Ale,Upslope Brewing Company - Lee Hill
United States,Massachusetts,Herbed / Spiced Beer,Longshot Honey B's Lavender Ale,Boston Beer Company (Samuel Adams)
United States,New York,American Pale Ale (APA),Pale,Southern Tier Brewing Company
United States,Oregon,American Blonde Ale,Oregon Golden Ale,Rogue Ales
United States,Oregon,American Wild Ale,La Tache,The Ale Apothecary
United States,Missouri,American Pale Wheat Ale,Schlafly Yakima Wheat Ale,The Schlafly Tap Room
United States,Maine,Saison / Farmhouse Ale,Barrel Aged Farmhouse Pale Ale,Oxbow Brewing Company
United States,Texas,Märzen / Oktoberfest,Oktoberfest,Real Ale Brewing Company
United States,Maine,American Pale Ale (APA),Peak Organic Pale Ale,Peak Organic Brewing Company
United States,New York,Gose,Super Spruce,Grimm Artisanal Ales
United States,Pennsylvania,American Pale Ale (APA),Tröegs Solid Sender Ale,Tröegs Brewing Company
United States,Oregon,Braggot,Rogue Farms Marionberry Braggot,Rogue Ales
United States,Oklahoma,Gose,Prairie Flare,Prairie Artisan Ales
United States,Connecticut,Fruit / Vegetable Beer,Thomas Hooker Watermelon Ale,Thomas Hooker Brewing Company
United States,Pennsylvania,Cream Ale,Derailed Black Cherry Ale,Erie Brewing Co.
United States,Michigan,American Wild Ale,La Roja - Grand Reserve,Jolly Pumpkin Artisan Ales
United States,Washington,American IPA,Hale's Mongoose IPA,Hale's Ales Brewery & Pub
United States,North Carolina,American Pale Ale (APA),Pisgah Pale Ale,Pisgah Brewing Co.
United States,Wisconsin,English Porter,Contorter,Ale Asylum
United States,New Jersey,American Amber / Red Ale,ESB Amber Ale,Flying Fish Brewing Company
United States,Georgia,American IPA,Eye Patch Ale,Monday Night Brewing
United States,California,American Double / Imperial IPA,18th Anniversary Ale Imperial IPA,Coronado Brewing Company
United States,Florida,American Brown Ale,Duke's Cold Nose Brown Ale,Bold City Brewery
United States,New York,English Pale Ale,Dundee English-Style Ale,Genesee Brewing Co. / Dundee Brewing Co.
United States,New York,American IPA,Lumen,Grimm Artisanal Ales
United States,Colorado,Belgian Strong Pale Ale,20th Anniversary Belgian-Style Ale,Great Divide Brewing Company
United States,Virginia,American Barleywine,Grand Illumination,AleWerks Brewing Company
United States,California,American Brown Ale,Sierra Nevada Brown Ale,Sierra Nevada Brewing Co.
United States,New Hampshire,American Pale Ale (APA),Stoneface Pale Ale,Stoneface Brewing Co.
United States,Pennsylvania,American Pale Ale (APA),Seven Gates Pale Ale,Spring House Brewing Company
United States,Maine,English Brown Ale,Thunder Hole Ale,Bar Harbor Brewing Company
United States,Missouri,American Dark Wheat Ale,Lunar Ale,Boulevard Brewing Co.
United States,Pennsylvania,American Double / Imperial Stout,Satan's Bake Sale Mint Chocolate Chip Stout,Spring House Brewing Company
United States,California,American Strong Ale,21st Amendment / Firestone Walker / Stone El Camino (Un)Real Black Ale,Stone Brewing
United States,Wisconsin,Pumpkin Ale,Painted Ladies Pumpkin Spice Ale,Tyranena Brewing Company
United States,Oregon,American Double / Imperial Stout,Imperiale,Ninkasi Brewing Company
United States,Massachusetts,Belgian IPA,Longshot Friar Hop Ale,Boston Beer Company (Samuel Adams)
United States,Illinois,American Black Ale,Lead Feather Black Ale,Half Acre Beer Company
United States,New York,Hefeweizen,Heavy Weizen (Imperial Unfiltered Wheat Ale),Southern Tier Brewing Company
United States,Washington,American IPA,Gale Force India Style Pale Ale,Scuttlebutt Brewing Company
United States,North Carolina,American IPA,Firewater India Pale Ale,Catawba Brewing Co.
United States,Washington,American Pale Ale (APA),Field 41,Bale Breaker Brewing Company
United States,Maryland,American Blonde Ale,Bare Ass Blonde Ale,DuClaw Brewing Company
United States,Florida,Belgian Strong Pale Ale,Holy Mackerel Special Golden Ale,Holy Mackerel Small Batch Beers
United States,Kentucky,English Brown Ale,Nut Brown Ale,Bluegrass Brewing Co. - East St. Matthew's
United States,California,Belgian IPA,20th Anniversary Encore Series 08.08.08 Vertical Epic Ale,Stone Brewing
United States,California,American Wild Ale,Appreciation,Sante Adairius Rustic Ales
United States,Oregon,American Brown Ale,Kill Devil Brown Ale (Brothers' Reserve Series),Widmer Brothers Brewing Company
United States,Oregon,Witbier,Kili Wit,Logsdon Farmhouse Ales
United States,Missouri,Saison / Farmhouse Ale,Regalia,Perennial Artisan Ales
United States,California,American Double / Imperial Stout,Scarface Imperial Stout,Speakeasy Ales & Lagers
United States,Massachusetts,American Blonde Ale,Mayflower Golden Ale,Mayflower Brewing Company
United States,California,Saison / Farmhouse Ale,Farmhouse Noir,Sante Adairius Rustic Ales
United States,Minnesota,Scotch Ale / Wee Heavy,Bancreagie Peated Scotch Ale,Brau Brothers Brewing Co. LLC
United States,Vermont,Fruit / Vegetable Beer,Illusive Traveler Grapefruit Ale,The Traveler Beer Co.
United States,Vermont,American Blonde Ale,Summer Ale,Long Trail Brewing Co.
United States,Illinois,English Bitter,Long Haul Session Ale,Two Brothers Brewing Company
United States,North Carolina,American Wild Ale,Malice Wild Ale,Wicked Weed Brewing
United States,Georgia,American Brown Ale,A-Town Brown Ale,Red Brick Brewing Company
United States,Missouri,Dunkelweizen,Black Walnut Dunkel,Perennial Artisan Ales
United States,Missouri,American Double / Imperial Stout,Barrel-Aged 17 Mint Chocolate Stout,Perennial Artisan Ales
United States,California,English Pale Ale,Stone Mill Organic Pale Ale,Green Valley Brewing Company (Crooked Creek)
United States,Wisconsin,Pumpkin Ale,Brandy Barrel-Aged Imperial Pumpkin Ale,"Lakefront Brewery, Inc."
United States,Texas,American Blonde Ale,Alamo Golden Ale,Alamo Beer Co.
United States,Connecticut,Irish Red Ale,Thomas Hooker Irish Red Ale,Thomas Hooker Brewing Company
United States,California,American Double / Imperial IPA,Anniversary Ale,Port Brewing
United States,North Carolina,American Pale Ale (APA),Cack-a-lacky Ginger Pale Ale,Fullsteam Brewery
United States,Virginia,American Pale Ale (APA),Striped Bass Pale Ale,Devils Backbone Brewing Company
United States,Maryland,American IPA,Tell Tale Heart IPA,B.W. Beer Works USA
United States,Colorado,Saison / Farmhouse Ale,Saison Harvest Ale,New Belgium Brewing
United States,Virginia,American Pale Ale (APA),Chesapeake Pale Ale,AleWerks Brewing Company
United States,California,Winter Warmer,Our Special Ale 2003 (Anchor Christmas Ale),Anchor Brewing Company
United States,Delaware,English Pale Ale,Dominion Ale,Old Dominion Brewing Company
United States,Maine,Irish Red Ale,Casco Bay Riptide Red Ale,Casco Bay Brewing Co.
United States,Florida,American Pale Ale (APA),Tony Jannus Pale Ale,Cigar City Brewing
United States,Oklahoma,American Double / Imperial Stout,Prairie Barrel Aged Bomb! (Fred's Blend),Prairie Artisan Ales
United States,Michigan,American Stout,Chocolade Koffie Stout,Odd Side Ales
United States,Louisiana,American Blonde Ale,NOLA Blonde Ale,New Orleans Lager & Ale Brewing Company (NOLA)
United States,Maryland,American IPA,Nanticoke Nectar India Pale Ale,RAR Brewing (Realerevival)
United States,Washington,Scotch Ale / Wee Heavy,Fat Scotch Ale,Silver City Brewing Co.
United States,Wisconsin,American Amber / Red Ale,Shine On Ale,Central Waters Brewing Co.
United States,Vermont,English Brown Ale,Hit The Trail Ale,Long Trail Brewing Co.
United States,Missouri,American Wild Ale,Savant Beersel,Perennial Artisan Ales
